order_detail_id,order_id,product_id,quantity,unit_price
332,150,139,5,48.29
333,1319,302,5,99.82
334,1771,259,2,61.39
335,547,171,10,27.6
336,937,126,10,16.71
337,1563,130,5,67.96
338,854,325,4,98.54
339,1903,102,7,94.5
340,1448,114,2,15.72
341,193,339,3,57.2
342,22,50,8,100.91
343,1347,368,1,67.04
344,1772,195,5,10.56
345,1325,467,7,81.16
346,676,144,3,114.69
347,1148,449,3,51.96
348,1426,107,3,22.75
349,185,475,2,12.53
350,704,286,1,7.24
351,984,4,6,74.12
352,335,460,4,35.33
353,1937,457,7,64.8
354,217,117,6,112.84
355,136,282,6,59.39
356,830,206,6,25.92
357,76,438,6,33.91
358,1002,220,8,63.09
359,819,224,9,98.84
360,1090,487,8,59.06
361,1949,117,8,98.06
362,1190,364,10,74.22
363,1478,354,3,72.42
364,1528,14,2,16.66
365,1534,452,8,74.9
366,857,170,9,55.9
367,1617,369,6,35.85
368,758,212,6,17.45
369,281,392,4,56.65
370,148,302,5,100.8
371,392,379,8,59.88
372,1546,346,9,61.34
373,270,416,7,37.36
374,1109,105,2,19.74
375,284,108,10,41.55
376,1186,253,4,81.99
377,399,444,6,72.41
378,83,193,9,43.9
379,881,271,1,30.65
380,1964,98,6,59.39
381,685,6,2,76.63
382,729,15,10,72.98
383,626,342,10,55.19
384,1345,202,4,5.89
385,1835,144,3,82.5
386,656,429,10,51.98
387,326,281,4,68.42
388,1502,153,8,51.39
389,250,177,3,37.51
390,1011,280,2,33.01
391,1865,4,7,57.7
392,90,88,2,59.48
393,1360,53,10,98.74
394,435,451,1,70.31
395,527,325,6,102.45
396,1214,386,9,42.72
397,1482,84,5,31.19
398,693,219,8,61.55
399,1715,9,8,44.81
400,168,106,4,31.28
401,1565,359,8,11.79
402,41,128,8,48.87
403,1104,393,10,20.81
404,245,42,4,8.0
405,1481,452,9,73.36
406,121,368,4,84.05
407,991,349,6,47.27
408,317,140,6,89.89
409,1712,62,1,75.75
410,1714,238,9,54.92
411,74,336,9,70.03
412,811,353,2,104.61
413,1919,198,6,21.18
414,1954,37,5,31.57
415,1,192,8,59.68
416,382,180,5,94.28
417,272,240,5,60.62
418,579,284,3,97.8
419,1931,42,2,7.21
420,54,125,10,78.16
421,2,29,4,51.19
422,1343,46,5,39.84
423,1357,237,3,9.33
424,1512,40,2,50.6
425,389,472,8,8.68
426,238,31,7,54.99
427,517,237,10,9.92
428,988,50,10,102.45
429,1114,473,8,42.25
430,590,122,1,22.2
431,567,413,5,100.27
432,1766,189,4,65.81
433,442,50,7,77.41
434,1849,77,10,61.25
435,293,174,7,95.05
436,41,63,8,42.44
437,1552,300,4,81.43
438,1073,177,4,30.55
439,75,403,1,16.94
440,213,49,4,17.74
441,1865,87,1,64.72
442,532,167,5,36.42
443,1531,324,5,68.32
444,729,357,4,29.05
445,1951,398,6,57.88
446,1674,433,4,33.37
447,1570,60,3,85.87
448,524,305,7,38.86
449,1345,382,10,91.25
450,1456,147,8,60.92
451,1653,349,4,45.15
452,481,91,1,32.36
453,1224,249,1,96.48
454,1632,110,1,58.59
455,1174,470,8,16.92
456,1344,180,5,93.01
457,299,497,10,80.38
458,1195,451,9,64.81
459,1467,500,5,34.3
460,1616,113,4,32.4
461,344,301,7,77.19
462,1774,238,6,40.81
463,726,80,1,67.71
464,310,372,3,43.25
465,573,328,6,13.84
466,871,447,9,16.63
467,872,273,3,50.83
468,815,311,8,72.78
469,1832,198,9,27.85
470,1792,392,4,51.91
471,157,367,7,114.23
472,862,321,5,74.8
473,1112,54,9,21.14
474,1673,72,4,71.6
475,343,46,4,51.6
476,1745,127,6,45.9
477,445,221,2,69.64
478,1911,112,5,36.97
479,951,118,8,62.83
480,1924,108,7,44.66
481,694,192,7,82.08
482,3,303,6,76.67
483,226,465,9,6.83
484,249,74,5,37.4
485,1649,129,9,55.99
486,312,260,4,38.95
487,1456,186,9,33.66
488,982,219,4,53.63
489,1674,199,5,82.52
490,334,347,3,107.82
491,451,285,2,55.32
492,1311,407,9,15.62
493,1906,326,7,79.4
494,1842,355,7,79.65
495,904,73,10,16.47
496,1852,485,3,17.13
497,372,144,2,86.12
498,1626,236,7,36.8
499,94,20,3,81.99
500,869,294,7,73.62
501,214,32,10,66.37
502,214,271,10,29.73
503,68,331,10,56.34
504,1144,309,7,40.28
505,141,446,7,7.9
506,1878,357,8,27.6
507,1044,228,10,112.97
508,1615,178,5,16.71
509,1189,67,3,65.04
510,934,194,9,78.93
511,643,421,3,17.12
512,337,59,9,92.41
513,1907,318,1,82.19
514,1507,244,1,7.14
515,1189,487,2,41.17
516,953,405,9,86.33
517,1322,420,8,47.06
518,980,416,8,31.92
519,1440,464,5,63.51
520,1239,8,10,12.46
521,201,336,1,84.84
522,1357,267,10,9.86
523,1681,365,9,41.75
524,1405,205,7,33.39
525,1711,274,4,27.23
526,809,347,2,106.65
527,1201,157,4,15.24
528,475,30,6,45.26
529,956,477,5,50.77
530,99,398,3,68.44
531,1928,147,10,68.2
532,1906,409,6,13.73
533,99,169,9,55.31
534,1692,68,6,11.27
535,1878,250,8,101.21
536,1160,189,9,77.28
537,155,498,4,35.49
538,1403,291,4,17.17
539,1205,48,3,22.7
540,666,391,3,15.66
541,1040,487,1,46.95
542,226,336,5,90.41
543,717,460,7,25.84
544,1334,81,3,99.47
545,736,306,5,52.15
546,1599,446,8,8.57
547,1093,438,5,45.61
548,856,396,2,25.32
549,1665,282,5,83.46
550,330,161,1,75.59
551,425,76,8,60.42
552,770,106,2,28.17
553,1261,443,7,62.92
554,551,299,4,41.7
555,1404,490,7,94.0
556,332,251,8,71.98
557,1655,111,8,56.69
558,1084,306,1,45.02
559,1202,281,6,79.99
560,960,42,2,7.78
561,985,496,3,92.45
562,889,243,2,64.51
563,1301,134,6,57.09
564,1075,39,3,48.8
565,862,367,1,95.2
566,1912,237,4,10.08
567,391,34,2,53.48
568,282,26,3,8.51
569,908,263,10,48.3
570,570,233,1,81.03
571,865,266,7,97.38
572,1046,296,8,11.24
573,1407,362,1,21.48
574,1795,497,6,77.3
575,738,316,7,43.05
576,370,446,5,9.58
577,913,133,3,29.66
578,223,192,9,79.71
579,1568,150,6,44.83
580,530,401,3,87.95
581,109,176,3,6.03
582,1584,307,1,75.88
583,1210,48,10,26.96
584,724,203,9,16.69
585,355,42,8,8.73
586,767,294,6,63.82
587,1435,308,5,50.07
588,396,298,8,56.44
589,1678,14,4,20.16
590,1784,211,8,33.94
591,441,78,3,18.09
592,153,11,1,49.35
593,1709,326,5,77.71
594,1636,430,4,24.27
595,990,74,3,47.83
596,1361,318,5,64.63
597,213,274,8,24.93
598,51,483,9,36.08
599,1369,66,10,105.88
600,941,176,4,6.32
601,5,448,8,66.17
602,442,123,10,52.9
603,1478,312,2,111.07
604,921,267,8,10.47
605,758,241,2,18.37
606,1699,278,5,81.63
607,1166,337,8,49.68
608,500,439,9,65.92
609,659,454,6,14.19
610,1735,476,6,10.15
611,1709,28,1,90.06
612,1477,416,1,33.76
613,722,249,5,82.28
614,144,99,2,56.07
615,1913,116,1,27.73
616,60,215,2,63.62
617,1003,474,5,25.52
618,1615,456,3,63.28
619,532,400,3,54.93
620,928,44,6,87.88
621,49,38,7,26.1
622,1390,409,4,10.91
623,1443,298,9,63.75
624,132,378,2,37.61
625,716,290,3,92.17
626,895,400,4,44.91
627,1600,492,6,21.99
628,825,403,10,24.09
629,804,300,2,91.71
630,1486,80,4,94.37
631,356,113,5,31.68
632,591,98,1,54.47
633,521,351,10,33.08
634,396,364,8,78.5
635,1619,480,1,44.84
636,295,282,6,65.34
637,1441,257,7,47.54
638,383,433,8,40.62
639,674,236,2,38.33
640,1218,250,7,101.73
641,1725,329,6,9.32
642,446,406,8,77.61
643,1013,106,9,27.32
644,678,30,3,47.77
645,1995,41,9,61.19
646,970,259,7,60.12
647,1120,392,9,48.15
648,1929,191,6,60.68
649,1638,63,8,41.7
650,716,162,8,12.34
651,395,251,5,62.55
652,888,243,6,81.39
653,1007,487,5,48.28
654,33,423,7,51.35
655,51,291,2,18.91
656,1062,2,3,85.62
657,1247,41,5,66.66
658,16,125,3,97.26
659,532,50,8,87.55
660,73,438,5,40.13
661,1520,307,3,76.84
662,1135,427,4,20.59
663,1354,494,6,73.7
664,538,369,1,28.25
665,1090,263,7,47.89
666,84,306,1,38.57
667,1930,30,9,48.69
668,1073,17,9,32.71
669,691,370,1,65.56
670,1207,310,9,78.05
671,1708,441,9,79.99
672,1495,263,4,41.84
673,268,56,9,17.52
674,408,440,9,34.41
675,892,254,2,80.92
676,581,238,8,49.9
677,1748,454,7,18.74
678,1825,316,7,43.76
679,896,197,7,79.47
680,1596,21,8,73.98
681,1982,342,5,60.7
682,1437,479,1,9.82
683,834,454,8,16.67
684,638,266,6,106.63
685,664,246,4,65.06
686,75,322,2,93.65
687,1314,476,9,10.62
688,32,126,6,11.77
689,1377,446,7,9.1
690,1568,36,3,27.76
691,1627,9,2,43.26
692,1394,297,6,75.52
693,1974,110,6,73.11
694,526,410,5,109.4
695,1137,403,2,23.33
696,1471,182,10,79.9
697,871,168,4,28.39
698,1647,165,6,41.7
699,752,94,5,46.18
700,937,429,6,48.42
701,915,285,1,41.17
702,919,318,9,86.65
703,1491,125,1,77.61
704,952,241,3,23.43
705,1456,79,8,65.46
706,52,322,2,79.22
707,1988,111,8,63.49
708,1402,398,7,66.99
709,1077,84,5,33.4
710,377,280,1,32.8
711,1119,167,3,46.46
712,1181,409,2,11.07
713,1976,213,5,22.01
714,199,271,9,31.47
715,22,234,7,84.07
716,58,465,6,6.48
717,1852,204,7,11.21
718,1594,440,3,29.48
719,885,152,5,48.81
720,1846,167,5,41.42
721,1851,234,10,79.93
722,1414,133,6,26.63
723,1289,345,3,61.98
724,398,323,5,64.5
725,179,163,1,79.37
726,201,448,1,68.44
727,364,82,6,104.74
728,583,134,8,78.16
729,729,162,1,13.02
730,607,108,8,35.76
731,333,272,5,73.4
732,557,194,9,104.91
733,1449,415,3,43.58
734,72,116,9,27.63
735,1340,304,1,50.36
736,1577,301,6,96.04
737,1945,282,5,78.74
738,1336,428,9,45.34
739,762,128,2,59.57
740,193,1,10,73.41
741,1985,429,2,55.47
742,1005,226,6,28.71
743,176,249,5,88.62
744,46,281,8,86.66
745,373,296,10,10.66
746,489,353,8,93.61
747,1521,241,7,19.06
748,603,238,3,51.66
749,1357,117,3,108.92
750,1358,109,8,53.65
751,1667,299,10,42.35
752,1341,382,2,86.66
753,466,397,8,75.96
754,1879,156,7,87.0
755,696,250,2,102.31
756,1810,297,1,74.8
757,1182,261,7,17.35
758,79,443,2,67.62
759,1028,372,8,40.73
760,1070,318,7,69.69
761,1358,417,1,14.45
762,335,217,4,18.01
763,541,488,10,66.58
764,1544,253,7,90.38
765,1564,360,5,18.01
766,460,415,8,30.36
767,1751,108,3,32.66
768,769,109,7,65.98
769,1546,316,5,46.89
770,1444,281,9,67.72
771,24,108,6,35.61
772,418,161,5,62.54
773,176,101,7,39.29
774,899,177,3,38.86
775,746,32,8,81.61
776,1409,300,1,107.91
777,1769,396,2,21.44
778,1454,122,6,23.04
779,1669,497,6,101.29
780,413,84,1,29.9
781,289,440,1,31.18
782,541,96,7,19.58
783,977,25,1,28.37
784,427,247,8,29.84
785,1458,49,2,16.32
786,176,359,3,10.85
787,1792,338,4,48.95
788,476,442,10,48.69
789,1374,146,5,53.43
790,1486,251,5,74.18
791,531,481,5,23.13
792,1949,73,1,16.46
793,1183,174,6,72.73
794,100,411,3,81.41
795,1589,423,6,54.22
796,976,306,3,44.09
797,1723,384,9,7.65
798,87,105,9,23.39
799,971,453,6,74.07
800,737,392,2,55.15
801,220,340,7,77.91
802,1871,289,1,66.75
803,1273,375,2,84.29
804,1836,317,2,35.99
805,466,325,3,92.55
806,1700,3,1,65.18
807,1868,338,8,59.09
808,1893,474,9,35.85
809,519,382,10,68.3
810,1879,222,2,97.48
811,59,31,9,71.42
812,162,323,8,79.29
813,1994,37,2,32.04
814,1031,301,9,94.56
815,790,174,9,88.94
816,932,179,1,81.06
817,1196,292,6,66.18
818,615,356,10,27.75
819,1260,80,4,65.97
820,44,374,10,76.53
821,1432,207,9,17.37
822,332,377,2,30.73
823,743,302,7,104.22
824,325,273,7,49.36
825,1288,375,3,62.16
826,480,430,10,28.23
827,1564,64,3,73.16
828,48,347,1,101.87
829,1124,378,4,27.44
830,1959,276,8,55.43
831,701,314,7,40.82
832,1952,92,3,71.36
833,1559,197,9,97.99
834,342,114,6,16.47
835,384,372,9,43.83
836,614,339,1,63.22
837,969,369,6,27.96
838,1145,352,4,66.18
839,963,142,4,63.45
840,553,378,3,38.88
841,943,275,10,51.43
842,397,32,9,66.89
843,231,275,9,48.67
844,24,292,10,69.8
845,793,133,1,31.79
846,1184,82,10,107.08
847,1169,384,4,6.71
848,1065,333,3,8.35
849,1647,296,3,11.78
850,360,250,1,78.66
851,385,37,4,25.84
852,237,149,1,63.62
853,1959,147,10,47.33
854,1125,358,10,16.04
855,615,423,1,49.18
856,1643,457,9,55.13
857,1683,460,8,27.2
858,1265,495,9,79.39
859,1623,460,3,37.12
860,1855,134,10,57.8
861,1520,234,1,58.85
862,1443,376,9,57.33
863,930,85,2,36.8
864,904,60,7,85.72
865,1663,39,2,37.68
866,1301,367,6,103.14
867,1967,172,2,16.04
868,1202,198,9,22.17
869,578,310,8,79.77
870,840,161,5,55.9
871,1832,60,5,59.58
872,969,438,10,40.95
873,334,346,7,67.08
874,452,213,4,25.29
875,1084,470,3,20.84
876,1869,431,8,84.44
877,1161,158,6,10.4
878,400,381,1,7.76
879,1576,108,1,39.82
880,272,141,1,60.49
881,230,337,1,47.09
882,1627,428,10,39.63
883,332,134,2,63.71
884,18,177,4,32.6
885,1273,75,6,38.33
886,819,193,4,37.86
887,53,269,8,55.97
888,1566,154,1,11.6
889,843,380,1,67.66
890,401,100,4,49.24
891,126,234,10,64.76
892,160,428,6,36.09
893,1749,411,2,72.77
894,1619,220,3,78.09
895,1320,113,4,29.39
896,1159,203,1,23.56
897,556,432,4,29.56
898,1526,214,6,87.99
899,1821,433,7,31.4
900,1658,212,6,25.06
901,1106,155,5,66.71
902,567,404,2,43.75
903,1576,406,5,88.56
904,804,209,7,55.96
905,1397,211,4,24.95
906,1343,335,2,68.98
907,1307,187,10,13.93
908,1945,464,3,57.41
909,1504,440,8,31.6
910,1442,290,5,87.02
911,1798,487,1,51.18
912,68,471,9,49.66
913,1253,114,10,14.03
914,1805,368,3,60.06
915,1999,420,4,44.19
916,459,432,4,20.91
917,519,51,7,63.18
918,1846,290,7,108.42
919,673,207,10,14.07
920,359,462,9,36.94
921,255,435,10,80.3
922,1622,263,10,56.76
923,1700,336,7,88.63
924,1954,204,7,10.12
925,232,408,8,46.42
926,1035,28,2,99.91
927,1945,439,4,76.42
928,827,479,4,12.73
929,608,21,6,63.04
930,76,182,9,106.29
931,904,385,9,66.76
932,973,27,7,31.84
933,796,90,4,62.95
934,203,378,2,26.83
935,1975,408,2,49.88
936,1206,115,9,61.14
937,1186,157,1,15.45
938,342,401,7,94.89
939,1005,436,9,26.98
940,581,292,9,61.28
941,1839,13,3,43.36
942,1820,241,4,22.94
943,1759,381,10,9.31
944,691,47,1,84.8
945,1037,59,8,70.77
946,830,64,9,64.99
947,158,65,7,30.84
948,963,388,1,24.26
949,166,45,4,53.46
950,1615,388,4,23.31
951,1064,291,5,18.81
952,1589,7,6,78.65
953,436,349,2,49.22
954,1768,175,9,70.34
955,160,393,9,24.81
956,713,198,5,22.81
957,543,82,8,115.34
958,818,179,3,94.86
959,1149,363,8,88.58
960,182,171,9,27.02
961,469,423,4,58.05
962,1626,128,10,48.29
963,512,490,2,104.5
964,371,275,6,65.81
965,1895,487,1,50.14
966,1267,231,9,13.86
967,1875,227,4,31.94
968,259,149,4,56.54
969,465,407,3,11.05
970,760,367,5,87.5
971,561,41,10,48.58
972,1318,124,7,49.26
973,1614,374,3,86.37
974,246,241,6,21.7
975,1857,327,2,99.55
976,443,75,2,31.9
977,1652,408,7,47.69
978,1860,484,3,62.3
979,1550,426,3,79.27
980,956,20,4,101.78
981,155,193,10,46.57
982,593,379,7,71.73
983,1598,105,7,26.47
984,1595,307,9,83.48
985,1516,41,5,56.46
986,782,354,7,86.08
987,531,342,8,73.03
988,690,313,10,45.93
989,212,234,9,63.71
990,677,93,5,18.43
991,1067,455,2,68.45
992,1241,67,6,60.01
993,1755,401,3,94.08
994,1616,402,1,67.18
995,1951,459,4,62.38
996,793,323,4,71.03
997,798,223,3,57.91
998,1847,36,10,32.28
999,311,489,9,75.03
1000,1242,339,10,56.19
1001,1036,264,8,83.82
1002,1679,313,1,41.31
1003,1667,211,4,24.4
1004,1656,310,5,76.03
1005,1345,221,7,64.29
1006,688,29,7,61.17
1007,1523,455,8,64.47
1008,295,444,9,62.39
1009,728,499,7,33.07
1010,1238,474,7,30.54
1011,659,167,9,33.21
1012,838,192,7,82.9
1013,1055,73,4,16.04
1014,28,360,3,18.51
1015,1326,285,3,61.46
1016,785,492,2,20.16
1017,1551,163,5,74.79
1018,261,159,1,16.14
1019,1619,335,8,76.94
1020,1331,385,9,49.83
1021,913,341,3,14.62
1022,199,232,6,63.29
1023,1762,310,7,56.43
1024,8,352,4,78.13
1025,557,384,8,7.3
1026,1355,135,4,27.78
1027,1710,328,8,15.08
1028,559,263,7,40.44
1029,1789,324,4,56.34
1030,1227,410,4,85.95
1031,668,229,5,26.81
1032,1493,475,3,11.45
1033,1353,235,10,96.59
1034,296,325,10,101.73
1035,1559,422,1,71.99
1036,627,340,4,95.06
1037,1551,428,5,50.76
1038,931,24,5,41.46
1039,1689,34,9,55.81
1040,717,464,4,77.45
1041,46,191,8,85.85
1042,525,254,3,84.11
1043,407,496,7,84.2
1044,328,374,10,80.86
1045,1901,447,5,17.59
1046,532,340,1,79.73
1047,1290,317,3,29.28
1048,1361,284,8,76.39
1049,1904,447,4,16.74
1050,1066,112,5,40.48
1051,1449,105,8,20.74
1052,1072,263,6,49.08
1053,1412,331,8,58.61
1054,421,178,3,18.31
1055,678,177,5,30.84
1056,1867,96,9,17.46
1057,1172,385,1,67.96
1058,942,416,8,47.67
1059,668,486,9,100.48
1060,1262,61,4,46.03
1061,926,39,2,47.17
1062,1729,74,4,37.66
1063,1879,14,1,18.38
1064,1214,209,8,54.77
1065,8,145,5,33.85
1066,1005,49,1,15.95
1067,1226,80,8,65.68
1068,1038,49,4,19.54
1069,1703,118,7,75.08
1070,1550,229,8,22.92
1071,884,34,1,52.38
1072,451,295,2,92.85
1073,1507,195,8,10.42
1074,868,107,2,20.0
1075,1245,101,8,42.25
1076,487,334,5,88.53
1077,773,410,8,109.86
1078,600,3,5,50.35
1079,1650,177,6,35.96
1080,1134,67,2,47.27
1081,836,271,7,35.84
1082,1151,340,8,79.55
1083,1769,463,10,87.83
1084,1956,448,6,73.76
1085,449,226,6,29.23
1086,1330,258,6,24.29
1087,130,366,4,22.24
1088,396,499,3,31.03
1089,1611,250,8,96.41
1090,1729,413,4,107.67
1091,278,399,4,111.68
1092,1011,387,5,85.95
1093,164,406,2,72.93
1094,455,468,7,119.51
1095,856,288,3,33.34
1096,366,84,8,33.35
1097,608,472,6,8.76
1098,121,261,4,19.82
1099,3,458,2,73.91
1100,1663,362,6,23.65
1101,383,301,10,73.29
1102,1437,296,5,9.44
1103,1134,51,2,69.35
1104,506,250,2,108.22
1105,751,473,10,43.67
1106,1333,37,4,33.13
1107,380,309,10,47.81
